%m10%w1?	%m10%w1?
%m10%w2?	%m10%w2?
%m10%w3?	%m10%w3?
%m10%w4?	%m10%w4?
%m10%w5?	%m10%w5?
%m10%w6?	%m10%w6?
%m10%w7?	%m10%w7?
%m10%w8?	%m10%w8?
"Well, my friends call me 'Woz,' but I don't consider you a friend."	「嗯，我朋友都叫我『Woz』，不過我可沒把你當朋友。」
"Thank you very much, sir. Please call again, whenever you are in the neighborhood," says the man. And with that, he walks away into the night.	「非常感謝，先生。以後路過再來捧場啊，」那男人說完，便走進夜色中。
"Hey, come back!" says the man. "Are you sure you don't want to buy an apple?"	「嘿，回來啦！」那男人喊道。「你真的不買顆蘋果嗎？」
"You know," says the man, peering deep into his barrel, "I'm all out! But thank you for your continued interest."	「你知道嗎，」那男人往桶子裡瞄了一眼，「賣光了！不過還是謝謝你捧場。」
"Ok, be that way!" he says, and disappears into the night.	「好，隨便你！」他說完便消失在夜色中。
"Oh no, you don't!" exclaims the man.	「哦不，你休想！」那男人大叫。
"Say, you really did lose everything," you tell the man.	「說真的，你還真的是輸到脫褲了，」你對那男人說。
They are nicely manicured, but of no help to you.	指甲修得很漂亮，不過對你一點幫助也沒有。
They're automatic. Get closer.	全自動的啦，靠近一點看。
Pretty flashy, eh?	挺花俏的，對吧？
"Apples. Apples! APPLES for sale!!"	「蘋果喔。蘋果！蘋果大拍賣！！」
"Thanks a lot. See you later, pal."	「多謝啦。回頭見，老兄。」
Isn't it wonderful what can be done with a few light bulbs?	就這幾顆燈泡，也能搞出這種氣氛，你也是有兩把刷子。
You are outside a romantic, quickie marriage parlor.	你站在一間浪漫「速成」婚禮教堂外頭。
It's a door. Try opening it.	是扇門。試著開開看吧。
It's a guy wearing a trench coat.	是個穿風衣的傢伙。
It's obvious he doesn't have much to hide!	一看就知道，他沒什麼好遮的啦！
You greet the stranger in the trench coat.	你向這個穿風衣的陌生人打了聲招呼。
"Hey, sonny! Come over here!!" he replies.	「嘿，小子！過來這邊啦！」他回你。
"Say," you ask him. "By any chance, is your name Shorty?"	「話說，」你問他。「你該不會，本名就叫『小不點』吧？」
You have better things to do than mess around with this pervert.	你還有更重要的事要辦，才不想跟這個變態瞎攪和。
It's there to keep you from going that way!	那東西擺明就是不讓你往那邊走啦！
Strange, you think.	「真奇怪，」你心想。
He doesn't reply.	他沒理你。
You are in a quickie marriage parlor. A flashing neon sign on the rear wall asks: "Why wait? Marry the girl of your dreams, today! You provide the girl, we'll do the rest for only $100!!"	你人在速成婚禮教堂裡。後牆上一塊閃爍的霓虹招牌寫著：「何必等？今天就跟夢中情人結婚吧！女方妳帶來，剩下的我們全包，只要 100 塊美金！」
Fawn is waiting for you at the altar. Go for it, Larry!	芳恩在祭壇邊等著你。上啊，賴瑞！
The minister intones in his basso voice...	牧師用低沉渾厚的嗓音唸著…
"Dearly beloved, we are gathered together today in the sight of, er, ah, um... each other, to enter these two people into the eternal bonds of marriage."	「各位親愛的，我們今天齊聚於此，在……呃……那個……彼此的見證下，讓這兩個人結為永恆的連理。」
"But before we really get rollin', I'd like to say a few words.\n\nMany's the marriage that I've performed here, in this little chapel, wearing this cheap suit, before those shiny plastic-covered pews, with these electric candles, looking at those genuine plexiglas stained-glass windows, for these measly few bucks..."	「不過在正式開始前，容我先說幾句。\n\n我在這間小教堂，穿著這身廉價西裝，辦過多少場婚禮啊——就在這些亮晶晶包塑膠的長椅前，點著這些電子蠟燭，望著這些如假包換的壓克力彩繪玻璃窗，收著這些少得可憐的鈔票……」
(He pauses for another nip from his pocket flask.)	（他停下來，又從口袋裡的酒壺偷喝了一口。）
"Where was I?" he hiccups.	「我剛講到哪了？」他打了個嗝。
"Digressing," you answer.	「離題，」你回答。
"Oh, well, have you got a ring?" he asks.	「喔，那，你有戒指嗎？」他問。
"Yep," you reply. "She's wearing it."	「有啊，」你回答。「她戴在手上了。」
"Good enough for me! Have you got a hundred bucks?"	「這樣就夠了！你有一百塊嗎？」
"Of course," you reply, forking over your dough.	「當然，」你回答，掏出你的錢。
"Not me," you reply. "I thought this was a temple of love!"	「我沒有，」你回答。「我還以為這裡是愛的聖殿咧！」
"Sorry, buddy, you two are SOL until you can come back here with 100 cold, hard ones!" he says indignantly, as he pushes between you and heads for the door.	「抱歉啦老兄，你們倆等湊到一百塊現金再回來吧！」他一臉正義凜然地說，說完便從你倆中間擠過去，朝門口走去。
Well, Larry, it looks like you're going to have to leave your new bride waiting at the altar, while you generate a little positive cash flow!	好啦，賴瑞，看樣子你得先把新娘晾在祭壇邊，自己去外面賺點外快啦！
As you leave, she says, "Hurry back, Larry, I don't know how long I can wait before I have you!"	你離開時，她說：「快點回來喔賴瑞，人家不知道還能等你多久，才能『得到』你耶！」
"By the way, Larry," she asks. "What does SOL stand for?"	「對了，賴瑞，」她問。「SOL 是什麼的縮寫啊？」
"Why, Sierra On-Line, I presume!" you respond.	「喔，我猜是 Sierra On-Line 吧！」你回答。
"Wait here, Fawn baby! I'll be back in a flash!!"	「在這等我，芳恩寶貝！我馬上回來！」
"Ok, close enough. I now pronounce you man and wife, till death do you part, or until you get tired of each other, per the currently acceptable social standards!"	「好，差不多啦。我現在宣布你們結為夫妻，直到死亡將你們分開，或者直到你們彼此看膩為止——反正就照目前社會能接受的標準來嘛！」
"You may kiss the bride," he says, scurrying out the door to refill his flask.	「你可以親新娘了，」他說完，便匆匆跑出門去補酒。
"Not now; that can wait," Fawn says with a smile. "I'll meet you at the Casino Hotel's honeymoon suite, and give you a lot more than kisses, my big, strong, handsome sweetheart!!"	「先不用，那個等等再說，」芳恩笑著說。「我在賭場飯店的蜜月套房等你，到時候給你的可不只是親吻而已，我的大隻、強壯、又帥氣的小心肝！」
"Hey!" you shout, "Wait for me!!"	「喂！」你大喊。「等等我啦！」
Somehow this entire ceremony was less than you expected. The sacred bonds of marriage certainly get tied loosely in this joint!	不知怎的，整場婚禮比你想像中還隨便。這鬼地方的「神聖婚約」，看來綁得挺鬆的欸！
It's customary to position yourself to the bride's right.	照習俗，你該站在新娘的右邊。
"So... shall we try again?"	「那……我們要不要再試一次？」
You can't see through the "stained glass" windows. They're fake, like everything else about this place.	你看不穿這些「彩繪玻璃」窗——反正也是假的，跟這地方其他東西一樣。
Seems like everything here is covered in plastic.	這裡好像什麼東西都包了層塑膠膜。
The plastic covers are so slick, you'd probably slide right off.	這些塑膠椅套滑不溜丟的，你八成會直接滑下去。
Perhaps you should find a mate, mate!	或許你該找個伴啦，老兄！
You can barely tell they're made from pressed sawdust.	你幾乎看不出來，這些東西是用壓縮木屑做的。
Who'd want them?	誰要啊？
He looks a lot like his brother, the bad comedian in the Lizard Lounge.	他長得很像他哥——就是那個在蜥蜴酒吧講爛笑話的三流諧星。
"Make up your mind, son. Time is money!"	「快點決定啦，小子。時間就是金錢！」
"Don't stand around talking, Larry," says Fawn. "Let's get married!!"	「別站在那邊講廢話了，賴瑞，」芳恩說。「我們結婚吧！」
What an old romantic!	真是個老派浪漫鬼！
You wonder why Michelangelo didn't use dropped fluorescents on his big ceiling job.	你在想，米開朗基羅當初幹嘛不在那偉大的天花板上，也裝幾根日光燈就好。
It's not your birthday!	今天又不是你生日！
The entrance to the Cabaret Lounge is to the right, by the telephone. A glass elevator awaits you. An ashtray is in front of the planter.	卡巴萊酒吧的入口在右邊，電話旁。一台玻璃電梯正等著你。花盆前擺著一個菸灰缸。
You are inside the glass elevator. Your favorite kind of music is playing. You hum along, insipidly.	你在玻璃電梯裡。放著你最愛聽的那種音樂。你跟著哼，哼得平淡無味。
There are buttons labeled "one" through "eight."	上頭有標著「一」到「八」的按鈕。
Type a word, like "one" or "two."	打個字，像是「one」或「two」。
You know, the people on those plants look like ants from up here.	你發現，從這裡看下去，花盆邊那些人看起來就像螞蟻。
"strangers in the night, da da da dee da..."	「夜裡的陌生人，噠噠噠滴噠……」
Those ARE ants, you fool; we haven't left the ground yet!	那本來就是螞蟻，你這傻蛋；我們根本還沒離開地面！
Wasn't that a fast ride!	這趟電梯坐得真快啊！
They're of your favorite species: polyvinyl chloride. There is an ashtray in front of the planter.	牠們是你最愛的品種：聚氯乙烯。花盆前擺著一個菸灰缸。
You carefully remove the card from the cancerous remains in the ashtray. It's a valid pass to the disco!	你小心翼翼地從菸灰缸裡那堆致癌殘骸中，把卡片抽出來。這是張舞廳的有效通行證！
There's some kind of card in the ashtray.	菸灰缸裡好像有張卡片。
Where?	在哪？
The doors close whenever you choose a floor.	你選好樓層，門就會關上。
Go inside and push a button.	進去按個鈕吧。
It's of no interest.	沒意思。
The ashtray is of no further interest since you have the card.	你已經拿到卡片了，菸灰缸沒什麼好留戀的。
All the pages are torn out.	所有頁面都被撕光了。
Somebody filled the coin slot with chewing gum.	有人把投幣孔塞滿了口香糖。
You can't. It's so firmly embedded, nothing will get it out. You'll just have to find another telephone.	不行，那口香糖卡得死死的，怎麼挖都挖不出來。你得另外找支電話。
This looks like a great place to be from.	這地方，最適合的用途大概就是「離開」。
(You wonder where they keep the lizards.)	（你很好奇，他們把蜥蜴養在哪裡。）
You can't. The card on the table says "Reserved."	不行。桌上卡片寫著「已預訂」。
Looks like you won't have any trouble getting a seat tonight!	看來你今晚根本不愁沒位子坐啦！
You wonder who invented that little plastic net surrounding the glass.	你很好奇，是誰發明了那圈繞著玻璃杯的小塑膠網。
And, how come it doesn't melt?	而且，它怎麼都不融化啊？
Evidently, HE thinks he's funny!	顯然，那傢伙自認為很幽默！
Wouldn't you think they'd get tired of just going left and right?	你不覺得，他們這樣左搖右晃也會膩嗎？
You think they look like men?	你覺得，他們看起來像男人？
Do you know something about his sexual habits that the rest of us don't?	你是不是知道什麼，關於他性癖好的內幕，我們其他人都不知道？
