%m10%w1?	%m10%w1?
%m10%w2?	%m10%w2?
%m10%w3?	%m10%w3?
%m10%w4?	%m10%w4?
%m10%w5?	%m10%w5?
%m10%w6?	%m10%w6?
%m10%w7?	%m10%w7?
%m10%w8?	%m10%w8?
"...the picture of her in my wallet is an X-ray!"	"...the picture of her in my wallet is an X-ray!"
"I told my psychiatrist 'Nobody pays any attention to me.'"	"I told my psychiatrist 'Nobody pays any attention to me.'"
"He looks at me and says, 'When did you get here?'"	"He looks at me and says, 'When did you get here?'"
"Didja hear about the clumsy female lawyer?"	"Didja hear about the clumsy female lawyer?"
"She dropped her briefs!"	"She dropped her briefs!"
"A man walks into a doctor's office with a frog on his head. The doctor says, 'May I help you?'"	"A man walks into a doctor's office with a frog on his head. The doctor says, 'May I help you?'"
"The frog says, 'Yeah, doc, take this wart off my ass!"	"The frog says, 'Yeah, doc, take this wart off my ass!"
"Did you hear about the new, chocolate-flavored, contraceptive, breakfast drink?"	"Did you hear about the new, chocolate-flavored, contraceptive, breakfast drink?"
"It's called Ovumteen."	"It's called Ovumteen."
"My secretary is both ambitious and horny. Today she asked me for a salary on next week's advance."	"My secretary is both ambitious and horny. Today she asked me for a salary on next week's advance."
"Down the street there's a new, live gay sex show."	"Down the street there's a new, live gay sex show."
"It's called 'Anus and Andy.'"	"It's called 'Anus and Andy.'"
"Have ya seen that new R-rated movie about midgets. It features full runtal nudity."	"Have ya seen that new R-rated movie about midgets. It features full runtal nudity."
"My uncle is a hit man for the Mob. What a great job! He only goes to work when it's time to knock off."	"My uncle is a hit man for the Mob. What a great job! He only goes to work when it's time to knock off."
"My brother just moved to San Francisco. He was really lonely when he lived here, but now he's up to his ass in friends!"	"My brother just moved to San Francisco. He was really lonely when he lived here, but now he's up to his ass in friends!"
"When I got married I asked my bride, 'Do you perform fellatio?'"	"When I got married I asked my bride, 'Do you perform fellatio?'"
"She says it depends on the fella."	"She says it depends on the fella."
"Have you been by the wedding chapel next door? They've got this impotent flasher out front. We just call him our 'public futility.'"	"Have you been by the wedding chapel next door? They've got this impotent flasher out front. We just call him our 'public futility.'"
"I hear the pimp at Lefty's won't let his girls perform oral sex. They call him the 'Headless Whoresman.'"	"I hear the pimp at Lefty's won't let his girls perform oral sex. They call him the 'Headless Whoresman.'"
"What do lesbians like most about their kind of sex?"	"What do lesbians like most about their kind of sex?"
"Tastes great."	"Tastes great."
"Less filling."	"Less filling."
"Tastes great!"	"Tastes great!"
"Less filling!"	"Less filling!"
"Why don't sharks attack divorce lawyers?"	"Why don't sharks attack divorce lawyers?"
"Professional courtesy."	"Professional courtesy."
"My wife and I have a new system: if she wants sex, she reaches over and strokes me once."	"My wife and I have a new system: if she wants sex, she reaches over and strokes me once."
"If she doesn't, she reaches over and strokes me 300 times."	"If she doesn't, she reaches over and strokes me 300 times."
"My son just got kicked out of his co-ed college boarding house.	"My son just got kicked out of his co-ed college boarding house.
"My daughter came home from school today and tells me, 'Eli Whitney invented the cotton gin.'"	"My daughter came home from school today and tells me, 'Eli Whitney invented the cotton gin.'"
"I said, 'Who wants a fluffy martini?'"	"I said, 'Who wants a fluffy martini?'"
"The shop teacher asked the high school girl if she knew the difference between a screw, a nail and a bolt. She told him she'd never been bolted."	"The shop teacher asked the high school girl if she knew the difference between a screw, a nail and a bolt. She told him she'd never been bolted."
"Have you heard about the new urologist's training film?"	"Have you heard about the new urologist's training film?"
"It's called, 'E.T., the Extra Testicle.'"	"It's called, 'E.T., the Extra Testicle.'"
"Have you heard about the new film for marching band musicians?"	"Have you heard about the new film for marching band musicians?"
"It's called, 'Desperately Seeking Sousa.'"	"It's called, 'Desperately Seeking Sousa.'"
"My son has a problem with compulsive masturbation. His psychiatrist says he's gone completely whacky."	"My son has a problem with compulsive masturbation. His psychiatrist says he's gone completely whacky."
"My grandpa, the farmer, finally got himself one of those latex ladies. I heard him singing about it the other day: 'The farmer in the doll, the farmer in the doll...'"	"My grandpa, the farmer, finally got himself one of those latex ladies. I heard him singing about it the other day: 'The farmer in the doll, the farmer in the doll...'"
"Our local inventor just came up with a new, vibrating tampon."	"Our local inventor just came up with a new, vibrating tampon."
"He says if women have to be miserable once a month, they might as well enjoy it."	"He says if women have to be miserable once a month, they might as well enjoy it."
"My wife just loves going to the movies to watch teenagers get laid for the first time."	"My wife just loves going to the movies to watch teenagers get laid for the first time."
At least the comic's whoopie cushion doesn't smell!	At least the comic's whoopie cushion doesn't smell!
"He got caught spreading roomers."	"He got caught spreading roomers."
This must be a "No Smoking" lounge.	This must be a "No Smoking" lounge.
You whistle loudly at the girls.	You whistle loudly at the girls.
You're not sure, but you suppose they enjoy it.	You're not sure, but you suppose they enjoy it.
You're no star!	You're no star!
You toss the rose on the stage. It falls where you will not be able to retrieve it.	You toss the rose on the stage. It falls where you will not be able to retrieve it.
"And, now, ladi... uh, gentleman," announces the comic, "we're proud to present the Magic portion of our act."	"And, now, ladi... uh, gentleman," announces the comic, "we're proud to present the Magic portion of our act."
"Let me just pick someone at random from our audience..."	"Let me just pick someone at random from our audience..."
"How about you," he says looking directly at you. "Would you like to participate in a little experiment in telepathy?"	"How about you," he says looking directly at you. "Would you like to participate in a little experiment in telepathy?"
(Of course he's looking at you! You're the only one here!) You're game, so you answer, "Sure."	(Of course he's looking at you! You're the only one here!) You're game, so you answer, "Sure."
"Great! Now Paul, my drummer and musical conductor for all these many years, will read your mind," says the comic. "Come on, Paul, show him your stuff!"	"Great! Now Paul, my drummer and musical conductor for all these many years, will read your mind," says the comic. "Come on, Paul, show him your stuff!"
"I want you to concentrate on your billfold," Paul says. "Clear your mind, and think solely about the contents of your wallet."	"I want you to concentrate on your billfold," Paul says. "Clear your mind, and think solely about the contents of your wallet."
Since clearing your mind is no problem for you, Larry, you do so easily.	Since clearing your mind is no problem for you, Larry, you do so easily.
"I'm getting a message... I see something..."	"I'm getting a message... I see something..."
"I've GOT IT!" he exclaims. "If you open your billfold you'll discover some wrinkled business cards, lots of notes, some credit cards (which won't work in this game), and exactly $%v90.00 in cash!!"	"I've GOT IT!" he exclaims. "If you open your billfold you'll discover some wrinkled business cards, lots of notes, some credit cards (which won't work in this game), and exactly $%v90.00 in cash!!"
"Ladi... uh, GENTLEMAN!" shouts the comic. "PAUL THE MAGNIFICENT has done it again!!"	"Ladi... uh, GENTLEMAN!" shouts the comic. "PAUL THE MAGNIFICENT has done it again!!"
Just to make sure, you take out your wallet and look inside...	Just to make sure, you take out your wallet and look inside...
"Sometimes, she even watches the screen!"	"Sometimes, she even watches the screen!"
"I asked my wife, 'How come you never tell me when you're having an orgasm?'"	"I asked my wife, 'How come you never tell me when you're having an orgasm?'"
"She replied, 'Cause you're never around!"	"She replied, 'Cause you're never around!"
"My wife just loves to experiment. Last week she mixed speed with her Midol."	"My wife just loves to experiment. Last week she mixed speed with her Midol."
"She had her period six times in one day!"	"She had her period six times in one day!"
"My wife is a lot like Halley's Comet."	"My wife is a lot like Halley's Comet."
"They both come once every 76 years!"	"They both come once every 76 years!"
